sentence,label
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,1
"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",3
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,3
$ilmn piper Jeffries raises pt.  I remain long,3
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",3
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,3
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,3
expecting  $SPY to close above 205.20 $AAPL,3
"$FB trending nicely, intraday.",3
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,3
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",1
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",3
"$TSLA steaming up again, this stock is relentless at the moment",3
.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,3
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,3
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,3
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",3
"7. Southwest Airlines faces increased operational challenges, as delays and cancellations pile up.",1
"Walmart reports increased revenues in Q3, driven by robust online sales and in-store pickup options.",3
Zoom Video Communications reports a slow growth in new users amid increased competition.,1
Beyond Meat's partnership with a major retailer is expected to boost its market presence significantly.,3
Coca-Cola partners with startup Beyond Meat to explore new product lines for health-conscious consumers.,2
"Tesla unveils its newest model to raving reviews, boosting consumer confidence and increasing its stock value.",3
Boeing encounters setbacks as its latest aircraft model fails to meet safety standards during testing.,1
"Apple Inc.'s recent unveiling of their innovative AR headset generated mixed reviews from tech enthusiasts, dampening the initial excitement.",2
Amazon unveils fresh job cuts in response to dwindling profits.,1
JP Morgan introduces innovative financial products targeting millennials and Gen Z customers.,3
"Google faces another antitrust lawsuit, raising concerns among its investors about potential legal implications.",1
Netflix announces new content partnerships with top-tier global filmmakers and studios.,3
Walmart partners with a local delivery service to streamline its e-commerce operations.,2
"Amazon opens its first cashier-less store in New York City, attracting considerable media attention.",3
"General Electric's quarterly earnings beat analyst expectations, sending the stock soaring.",3
Microsoft's acquisition of a major AI startup paves the way for future innovations.,3
Amazon shares hit an all-time high following the announcement of their new streaming service partnership.,3
"Netflix subscriber numbers plateau, raising concerns over market saturation.",1
1. Tesla's stock plunged by 5% following disappointing quarterly earnings.,1
"Boeing secures a major contract with the US Air Force, boosting future prospects.",3
Southwest Airlines receives praise for its timely handling of inclement weather disruptions.,3
Starbucks introduces eco-friendly initiatives in a bid to attract environmentally-conscious consumers.,3
"Coca-Cola announces no profit growth for the second straight quarter, worrying investors about the company's future trajectory.",1
"Apple's latest iPhone release receives lukewarm consumer response, affecting sales.",1
"1. Ford announces plans to reduce workforce by 5,000 to cut costs amid sluggish demand.",1
Tesla announces its Q3 earnings will fall below analyst expectations due to production challenges.,1
"Tesla unveiled its latest electric truck model, generating a buzz in the automotive industry.",3
"Apple launches new product line, receiving rave reviews from technology enthusiasts.",3
Nike reports a surge in online sales amid the ongoing pandemic lockdowns.,3
Amazon's growth neutralizes fears of an impending market correction as it continues expanding its customer base.,2
Boeing's recent safety review reveals minor compliance issues.,2
"Facebook rebrands to Meta, sparking speculation about its future focus on the metaverse.",2
Coca-Cola maintains a stable market outlook despite increasing costs in raw materials.,2
"Facebook faces backlash over privacy concerns, causing a significant drop in user trust and platform engagement.",1
Facebook introduces a new feature aimed at enhancing user privacy on its platform.,2
"Amazon plans to expand its services to several new regions this year, demonstrating growth potential.",3
"3. Ford recalled over 200,000 vehicles due to a potential safety issue, impacting consumer trust.",1
PepsiCo celebrates a decade-high in market share in the beverage industry.,3
"Walmart partners with TikTok for a new shoppable video feature, aimed at younger audiences.",3
Coca-Cola faces backlash for its latest product packaging which is deemed harmful to the environment.,1
Adobe's acquisition of a leading AI firm enhances its software offerings for creative professionals.,3
Amazon reported a staggering 15% increase in quarterly revenue amidst rising competitive pressure.,3
Zoom announces a new feature that could change virtual meetings forever.,3
Apple faces backlash over the working conditions in one of its key supplier facilities in Asia.,1
Netflix subscriber rate holds steady despite fierce competition from new streaming platforms.,2
Goldman Sachs faces a lawsuit alleging unfair trading practices.,1
Amazon plans to expand its grocery business by acquiring a major supermarket chain.,3
Intel claims breakthrough technology that could revolutionize semiconductor industry.,3
"Walmart reveals plans to hire 20,000 new employees for the holiday season.",3
Amazon secures a new multi-billion dollar defense contract with the U.S. government.,3
"Apple successfully launched its new line of environmentally-friendly products, receiving applause from environmental groups.",3
"Starbucks introduced a new line of eco-friendly packaging, which aligns with its sustainability goals.",3
Zoom Video Communications' stock value remains stable as demand for remote conferencing tools levels off.,2
"Starbucks launches new sustainable coffee initiative, garnering positive consumer feedback.",3
Amazon secures a major deal to supply products to government sectors across the EU.,3
9. Meta's recent data privacy scandal threatens to unravel previous efforts to regain public trust.,1
"Disney announces the opening of its latest theme park in Shanghai, expected to boost tourist numbers significantly.",3
Global coffee chain Starbucks announces its decision to halt store openings in some regions.,1
"Retail Trendsetters unveiled a new line of products that exceeded initial sales expectations, enhancing brand reputation.",3
Spotify introduces versatile playlist features enhancing user experience this quarter.,3
"Nvidia plans to release a new line of graphics cards next quarter, leaving gamers excited.",3
Amazon's cloud service revenue meets Wall Street expectations.,2
"Facebook's new privacy regulations spark debate among cybersecurity experts, mixed opinions emerge.",2
Bank of America's investment in sustainable energy solutions signals a promising shift toward eco-efficiency.,3
Starbucks faces backlash over its latest environmental policy rollout.,1
"Apple announced a significant product delay, citing supply chain challenges.",1
Exxon's profits fell unexpectedly this quarter due to decreasing oil prices.,1
"8. Facebook faces user backlash over privacy concerns, as regulatory bodies scrutinize its policies.",1
Toyota raised its full-year earnings forecast citing strong sales of its hybrid models.,3
Google's latest innovation in AI technology sets a new standard in the industry.,3
"Amazon launches a new series of eco-friendly products, aiming to capture a growing market segment.",3
"Start-Up Ventures has announced a promising collaboration with a leading tech firm, boosting its investor confidence.",3
"Coca-Cola commits to using 100% recycled materials by 2030, gaining praise from environmental groups.",3
Zoom saw a 15% increase in its stock value following successful quarterly earnings.,3
"Disney is set to open its newest theme park in Shanghai, expected to boost international revenue.",3
"Microchip Innovate announced unexpected downtime in production facilities, raising questions about supply chain management.",1
6. Coca-Cola invests $1 billion in new sustainable bottling infrastructure to lower carbon emissions.,3
Pfizer's new vaccine shows promising results and moves closer to regulatory approval.,3
"Coca-Cola faces backlash over controversial marketing campaign, impacting brand image.",1
Coca-Cola introduces a new sugar-free variant aimed at health-conscious consumers.,3
"Coca-Cola faces criticism for its new marketing strategy, which some say is out of touch.",1
New environmental policies proposed by ExxonMobil aim to reduce carbon footprint by 2030.,3
"Amazon announces plans to open new fulfillment centers, creating thousands of jobs.",3
"Sony launches its highly anticipated PlayStation model, boosting pre-order numbers.",3
"Tesla's push into the European market receives regulatory approval, promising potential growth opportunities.",3
"4. Tesla's advent in the energy market gives them an edge over competitors, pushing stock prices up.",3
"7. Coca-Cola launches a new eco-friendly packaging initiative, gaining praise from sustainability advocates.",3
"Nokia networks solidify a promising deal, boosting investor confidence amidst fierce competition.",3
"2. Amazon unveils a new environmentally friendly packaging strategy, receiving mixed reactions from analysts.",2
7. Starbucks decided to suspend operations in several international markets due to political unrest.,1
Tesla's stock fell sharply after the announcement of ongoing supply chain disruptions impacting production targets.,1
"Apple's recent environmental initiatives praised, though critics question long-term impact.",2
Tesla to hold a major press conference revealing its new solar initiatives and growth strategies.,3
"Despite strong holiday sales, Walmart warns of tighter margins in the upcoming quarter.",1
"Chevron experiences notable losses as oil prices plummet, raising concern over its profitability.",1
Pfizer's new vaccine candidate shows promising results in Phase 3 trials.,3
Ford aims to enhance electric vehicle production by 50% next year amidst rising demand.,3
"Disney finalizes plans to expand its Orlando theme park, promising exciting new attractions.",3
Boeing's main production plant temporarily shuts down due to a parts supply shortage affecting multiple airplane models.,1
"Apple's new iPhone launch garnered lukewarm reviews, disappointing many loyal customers.",1
McDonald's introduces a new healthy menu option aimed at attracting more health-conscious customers.,3
Luxury Automobiles announces record-breaking sales in the North American market.,3
"8. Amazon reported record-breaking sales figures this holiday season, surpassing analyst expectations.",3
Apple's latest quarterly earnings report slightly missed analysts' expectations.,1
Nike shares take a hit as the company announces lower-than-expected earnings.,1
Google sees a positive uptick in stock value following the unveiling of its new AI tool.,3
Microsoft faced backlash after users reported bugs in their latest operating system update.,1
Delta Air Lines faces backlash after introducing new baggage fees for overseas travel.,1
Nike is under scrutiny after reports of unethical practices in supplier factories surface.,1
8. ExxonMobil launches an innovative algae biofuel project aimed at reducing emissions and boosting energy efficiency.,3
Google receives an upgrade from analysts after releasing promising AI research.,3
Shares of Ford dip as supply chain issues persist in disrupting vehicle production timelines.,1
Boeing's 737 Max deliveries resume after successful safety inspections.,3
"Apple's latest iPhone model has received mixed reviews, with some users praising its performance while others criticize its high price.",2
Shares in Tesla drop as production forecasts miss expectations.,1
"Tech giant Apple reports a 15% increase in quarterly revenue, exceeding analyst expectations.",3
Amazon sees steady growth with a slight decline in quarterly profits.,2
"Microsoft's acquisition of a gaming giant faces antitrust scrutiny, causing uncertainty within the business community.",2
Pfizer celebrates as its new drug receives fast-track approval from regulatory authorities.,3
"Disney reveals plans for a new theme park, delighting fans worldwide.",3
Apple's new eco-friendly initiative wins them a prestigious environmental award.,3
"PepsiCo maintains steady profit margins despite rising raw material costs, defying market forecasts.",2
"Netflix reports stagnant subscriber growth, despite launching critically acclaimed original content.",2
"Pfizer's new vaccine shows potential in early tests, awaiting regulatory approvals.",3
Apple Inc. announced a steady expansion plan for its European division.,2
"Coca-Cola boosted its marketing spend to counter decreased demand, aiming to invigorate brand loyalty.",2
"Amazon reports unexpected 15% growth in Q4 sales, exceeding analysts' expectations.",3
Universal Music Group's strategic partnerships boost its revenue streams amid the evolving music industry landscape.,3
Netflix's exclusive content partnership with a major Hollywood studio is expected to drive subscriber growth.,3
"Starbucks introduces a new menu item, betting on customer loyalty for increased sales.",3
"Amazon's latest quarterly report shows record-breaking profits, thrilling investors and analysts alike.",3
Alphabet reports slower-than-expected revenue growth despite strong digital ad sales.,2
Hyundai faces potential recalls due to safety concerns with recent models.,1
"Bitcoin surpasses previous all-time highs, driven by Square's substantial investment.",3
Shares of Meta Platforms experience a significant drop following weaker-than-expected quarterly results.,1
Nike's latest marketing campaign receives widespread acclaim for its inclusivity.,3
"Netflix hits a record number of subscribers, pushing its revenue past analysts' expectations.",3
Under Armour sees increase in revenue after signing deal with top athlete.,3
"Amazon faces criticism for alleged poor working conditions in its warehouses, prompting an internal review.",1
Coca-Cola's partnership with a popular esports league is being hailed as a strategic move to capture the younger demographic.,3
Walmart faces backlash after reported supply chain disruptions result in delayed shipments.,1
Tesla faces challenges as production line issues delay the release of the new Model X variant.,1
Walmart's expansion into the Indian market faces legal challenges and regulatory hurdles.,1
Toyota introduces cutting-edge hybrid model with improved fuel efficiency.,3
Disney cancels the release of anticipated film sequel due to creative differences.,1
5. Facebook faces new scrutiny after data privacy concerns spark public outcry.,1
Netflix unveiled a new ad-supported subscription plan to attract more budget-conscious users.,2
"Amazon sees a spike in Prime memberships after introducing a new, lower-cost subscription tier.",3
"Amazon expands recruitment drive, anticipating robust growth for the holiday season.",3
Netflix's latest series investment has paid off as subscriptions surge among younger demographics.,3
"Apple's quarterly earnings exceeded analyst expectations, driven by strong iPhone sales and increased service subscriptions.",3
Home Depot's CEO steps down abruptly amidst internal controversies.,1
"9. McDonald's launches a pilot project to automate orders at drive-thru lanes, seeking to enhance efficiency.",3
Walmart's decision to expand its renewable energy initiatives received praise from environmental advocacy groups.,3
"Goldman Sachs CEO comments on a volatile quarter, urging caution among investors as uncertainties loom.",2
Facebook introduces new features aimed at enhancing user privacy across its platforms.,3
Pfizer to increase production of its new vaccine to meet global demand.,3
PepsiCo partners with Beyond Meat to launch a new plant-based snack line.,3
"Amazon faces backlash from workers over new warehouse conditions, leading to potential strikes in major cities.",1
Tesla announces a major recall slightly affecting its stock price over safety concerns.,1
Uber's expansion into the European market faces regulatory challenges in several countries.,1
"6. Microsoft acquires a new startup, aiming to expand its cloud computing capabilities.",3
American Airlines faces legal troubles after a class-action lawsuit is filed over unfair pilot compensation schemes.,1
Apple reveals highly-anticipated iPhone model with cutting-edge features and improved battery life.,3
Google's deliberate choice to slow ad growth has puzzled some investors.,2
Coca-Cola posts robust quarterly performance driven by strong demand for its new product line.,3
"Starbucks introduces sustainable cups initiative, pleasing environmental advocates and customers alike.",3
Tesla shares surged following the announcement of their new electric truck models.,3
Tesla announces its plans to cut prices on its vehicles in the U.S. to stimulate demand amid rising competition.,1
"Apple Inc.'s latest quarterly report shows a 15% revenue surge, driven by strong iPhone sales.",3
Uber faces backlash over potential data privacy issues as regulators plan deeper investigations.,1
"Starbucks plans to open 200 new stores across Asia, demonstrating their confidence in market expansion.",3
Walmart's decision to increase employee wages wins praise from various labor unions.,3
Amazon expands its digital offerings with the acquisition of a promising start-up specializing in AI-driven eCommerce solutions.,3
Facebook initiates new privacy measures amidst user criticism.,1
"Pfizer deepens research into groundbreaking vaccine, raising hopes in the medical community.",3
Netflix's latest global hit series boosts subscriber numbers across key international markets.,3
7. Boeing faces another setback as delays in its 777X program push the delivery timeline to 2024.,1
#$AMZN stock heavily underperforms the market with a significant drop of 5% in today's trading.,1
Google plans to lay off 500 employees in its European headquarters due to restructuring.,1
Google faced a challenging quarter as regulatory scrutiny in key markets intensifies.,1
Netflix's subscriber base grows by 10% following the launch of new original content.,3
Sustainable Solutions announced its participation in the government's initiative for clean energy projects.,3
"Netflix announces expansion in new markets, but cautious about projected subscriber growth.",2
"Walmart invests heavily in sustainable energy solutions, signaling a commitment to eco-friendly practices.",3
"After a strong fourth quarter, Apple Inc. seeks to expand its product line ahead of the holiday season.",3
Boeing's latest quarterly report shows a 5% drop in revenues amid ongoing litigation battles.,1
Tesla faces growing scrutiny over quality issues in its latest vehicle models.,1
GreenEnergy Co. sees its stocks stabilize post major management overhaul.,2
Coca-Cola sees decline as health-conscious consumers shift towards low-sugar beverages.,1
Tesla Motors announces a groundbreaking high-efficiency solar power plant partnership in Arizona.,3
TelecomLeader's network disruptions lead to significant service outages across regions.,1
"Microsoft experiences a surge in subscriber growth for its Xbox Game Pass, signaling strong interest in its gaming ecosystem.",3
Goldman Sachs maintains a stable outlook despite volatility in global financial markets.,2
Facebook faces scrutiny over its handling of user data security.,1
1. Apple's stock fell sharply today following a disappointing earnings report for the third quarter.,1
"Apple secures multi-billion dollar contract with top supplier, ensuring manufacturing stability.",3
"Apple announces a new range of eco-friendly products, capturing the interest of environmentally conscious consumers.",2
"Apple's software update introduces several bug fixes, addressing customer complaints.",2
Ford reveals plans for major workforce reductions amid ongoing global supply chain issues.,1
